cow_id,date,milk_liters,fat_percent,feed_kg,feed_type
V3948,2024-06-07,43.49,3.41,16.4,Silage
W8010,2024-06-07,40.14,2.56,22.9,Silage
N9197,2024-06-07,39.25,3.21,23.98,Silage
V472,2024-06-07,30.41,3.41,19.41,Silage
N9692,2024-06-07,36.12,3.88,19.68,Silage
B3068,2024-06-07,25,3.05,24.96,Hay
D8719,2024-06-07,29.2,3.33,15.62,Hay
K3463,2024-06-07,29.45,3.83,22.6,Hay
O194,2024-06-07,27.67,3.34,19.39,Hay
D9038,2024-06-07,22.45,3.39,17.31,Hay
U5357,2024-06-07,35.87,3.48,19.17,Silage
E3229,2024-06-07,30.39,3.88,24.88,Hay
L9829,2024-06-07,31.57,3.07,22.65,Hay
S5427,2024-06-07,34.46,2.9,20.94,Hay
N7280,2024-06-07,37.66,3.96,13.79,Hay
Y3782,2024-06-07,37.68,4.11,23.88,Silage
A7863,2024-06-07,26.71,3.44,15.74,Hay
M4054,2024-06-07,32.36,4.3,19.85,Silage
I8517,2024-06-07,35.62,4.06,20.93,Silage
K4714,2024-06-07,32.99,3.79,19.76,Hay
V4575,2024-06-07,21.42,3.08,24.21,Hay
I5026,2024-06-07,36.46,3.95,15.47,Silage
C4705,2024-06-07,30.13,3.39,21.66,Hay
O6552,2024-06-07,30.1,3.09,20.06,Hay
E9760,2024-06-07,36.08,3.17,18.42,Silage
I2506,2024-06-07,36.81,2.74,18.17,Silage
E5966,2024-06-07,32.69,3.6,17.38,Silage
M2207,2024-06-07,33.47,3.02,17.8,Hay
Y4775,2024-06-07,25.87,4.33,20.38,Silage
R3357,2024-06-07,36.03,3.21,22.34,Hay
F2131,2024-06-07,30.44,3.47,16.41,Hay
C7126,2024-06-07,43.05,3.54,20.36,Silage
R5369,2024-06-07,34.48,4.28,23.33,Hay
Q711,2024-06-07,25.18,2.83,22.53,Silage
M1583,2024-06-07,31.42,3.33,21.82,Silage
O8173,2024-06-07,28.63,4.39,20.62,Hay
S9300,2024-06-08,34.96,2.74,24.11,Silage
B3068,2024-06-08,18.95,3.41,15.94,Hay
Y3782,2024-06-08,34.57,3.83,17.65,Silage
C4705,2024-06-08,37.09,4.09,20.08,Hay
F2131,2024-06-08,29.21,3.82,20.53,Hay
G685,2024-06-08,27.56,4.15,16.46,Hay
U8535,2024-06-08,26.69,3.2,18.64,Silage
G2757,2024-06-08,36.23,3.61,15.84,Silage
Y7815,2024-06-08,33.5,3.07,22.02,Hay
V3948,2024-06-08,35.71,3.67,20.51,Silage
E5966,2024-06-08,31.32,3.36,18.67,Silage
O7477,2024-06-08,33.98,2.4,17.97,Silage
I2506,2024-06-08,39.79,2.92,16.33,Silage
K9325,2024-06-08,35.62,3.23,21.76,Hay
Q711,2024-06-08,31.19,3.37,17.96,Silage
R5369,2024-06-08,28.48,3.29,21.6,Hay
H9517,2024-06-08,31.32,4.08,22.82,Silage
V7756,2024-06-08,34.16,3.4,16.81,Silage
R3357,2024-06-08,22.83,4.21,20.3,Hay
D9038,2024-06-08,23.57,3.66,21.14,Hay
T4649,2024-06-08,25.81,3.86,22.54,Hay
E9760,2024-06-08,33.97,3.17,23.42,Silage
E6182,2024-06-08,29.54,3.64,15.76,Silage
L9829,2024-06-08,35.44,3.8,22.52,Hay
F9953,2024-06-08,34.46,3.53,12.19,Hay
S6386,2024-06-08,37.48,3.39,19.32,Hay
G8171,2024-06-08,37.99,3.54,19.9,Silage
P6677,2024-06-08,34.43,3.16,20.96,Hay
Z3123,2024-06-08,33.62,2.94,15.75,Hay
U6809,2024-06-08,28.49,2.79,21.39,Hay
T5602,2024-06-08,32.31,3.89,20.24,Hay
J7734,2024-06-08,33.15,3.26,25.58,Hay
D8719,2024-06-08,29.15,3.32,14.17,Hay
Y9266,2024-06-08,38.13,3.8,20.22,Hay
L4232,2024-06-08,22.45,3.9,17.45,Hay
V4575,2024-06-08,34.24,3.06,15.63,Hay
C7126,2024-06-08,36.43,4.18,24.45,Silage
U1955,2024-06-08,34.17,2.56,19.92,Hay
R4684,2024-06-08,32.99,3.93,16.35,Hay
O6552,2024-06-08,31.44,3.14,17.5,Hay
H2377,2024-06-08,30.05,3.1,19.05,Silage
J6077,2024-06-08,32.89,2.55,21.5,Silage
Y4775,2024-06-08,39.74,3.89,19.95,Silage
I7447,2024-06-08,26.94,4.24,23.54,Hay
M1583,2024-06-08,33.68,2.46,18.81,Silage
K3463,2024-06-08,41.29,3.5,17.37,Hay
B984,2024-06-08,35.49,4.29,18.03,Hay
N7280,2024-06-08,40.73,3.34,17.65,Hay
Y6643,2024-06-08,28.92,3.54,23.22,Silage
V3979,2024-06-08,25.58,3.05,21.6,Hay
N9197,2024-06-08,43.37,3.43,16.74,Silage
I8517,2024-06-08,34.28,4.1,14.18,Silage
A7863,2024-06-08,46.52,3.76,25.06,Hay
H985,2024-06-08,34.54,3.85,19.1,Silage
N9692,2024-06-08,33.44,4.41,22.88,Silage
Z4043,2024-06-08,38.07,3.51,19.69,Silage
V9643,2024-06-08,33.99,2.76,14.43,Silage
J9639,2024-06-08,33.14,2.77,16.44,Silage
Z7830,2024-06-08,31.42,3.81,20.96,Silage
O194,2024-06-08,18.64,3.46,24.64,Hay
U5357,2024-06-08,29.1,3.33,15.45,Silage
K4714,2024-06-08,27.38,3.75,16.05,Hay
S5427,2024-06-08,34.64,3.73,21.74,Hay
W8010,2024-06-08,29.04,3.5,23.22,Silage
J6910,2024-06-08,36.43,3.61,21.51,Silage
V472,2024-06-08,31.14,2.85,21.91,Silage
O8173,2024-06-08,30.2,3.25,19.14,Hay
I1385,2024-06-08,43.12,3.52,15.48,Silage
I5026,2024-06-08,36.02,3.05,16.88,Silage
P3832,2024-06-08,43.56,3.06,26.26,Silage
G150,2024-06-08,34.22,4.34,11.57,Hay
S6097,2024-06-08,37.55,3.7,18.52,Silage
F5883,2024-06-08,38.34,4.36,22.37,Silage
M4054,2024-06-08,24.01,4.3,19.65,Silage
M2207,2024-06-08,29.98,2.75,16.53,Hay
Y4092,2024-06-08,30.61,3.76,19.37,Silage
G1028,2024-06-08,33.43,2.98,19.62,Hay
Q9174,2024-06-08,34.19,4.04,21.75,Silage
E3229,2024-06-08,26.39,3.22,19.09,Hay
Q711,2024-06-09,38.3,2.98,23.18,Silage
Y9266,2024-06-09,36.34,3.74,21.62,Hay
I1385,2024-06-09,40.52,3.67,22.31,Silage
J6910,2024-06-09,29.24,2.5,20.27,Silage
S5427,2024-06-09,26.63,3.04,20.81,Hay
L9829,2024-06-09,25.39,3.2,21.19,Hay
V4575,2024-06-09,27.64,4.25,20.32,Hay
M4054,2024-06-09,25.96,3.49,22.5,Silage
Y4775,2024-06-09,39.16,3.31,17.63,Silage
G685,2024-06-09,29.17,1.85,25.9,Hay
F9953,2024-06-09,37.93,3.11,27.37,Hay
Z3123,2024-06-09,28.51,4.59,17.82,Hay
Y7815,2024-06-09,25.17,3.85,23.06,Hay
E9760,2024-06-09,36.23,3.75,19.14,Silage
B3068,2024-06-09,30.49,3.76,24.32,Hay
Y4092,2024-06-09,38.61,3.7,18.76,Silage
G1028,2024-06-09,21.57,3.13,16.64,Hay
M1583,2024-06-09,36.99,3.06,19.73,Silage
R4684,2024-06-09,86.19,2.7,23.56,Hay
P3832,2024-06-09,35.74,4.04,22.24,Silage
I8517,2024-06-09,29.32,3.83,16.02,Silage
U8535,2024-06-09,42.77,3.3,19.51,Silage
V3979,2024-06-09,27.05,3.86,17.51,Hay
N9197,2024-06-09,31.34,3.08,20.47,Silage
Q3500,2024-06-09,27.16,3.83,19.74,Hay
H9517,2024-06-09,36.82,3.81,21.77,Silage
O8173,2024-06-09,27.29,3.55,18.35,Hay
V7756,2024-06-09,33.61,3.31,17.29,Silage
Z7830,2024-06-09,46.66,4.11,15.65,Silage
O6552,2024-06-09,28.92,3.66,17.5,Hay
E6182,2024-06-09,30.55,2.78,21.45,Silage
F5883,2024-06-09,25.1,3.82,16.87,Silage
G2757,2024-06-09,32.18,4.02,20.68,Silage
D9038,2024-06-09,31.63,3.61,20.62,Hay
Q9174,2024-06-09,33.05,3.13,21.7,Silage
H2377,2024-06-09,33.19,2.49,22.59,Silage
V472,2024-06-09,43.37,3.38,21.12,Silage
U5357,2024-06-09,31.29,3.48,17.01,Silage
W8010,2024-06-09,46.39,4.86,21.15,Silage
T5602,2024-06-09,23.25,3.38,22.97,Hay
S6386,2024-06-09,23.72,3.95,20.09,Hay
M2207,2024-06-09,34.59,2.87,14.11,Hay
S9300,2024-06-09,31.15,3.25,17.52,Silage
A7863,2024-06-09,26.74,3.47,23.57,Hay
G150,2024-06-09,31.17,3.66,18.45,Hay
K4714,2024-06-09,36.05,3.43,23.03,Hay
D8719,2024-06-09,27.79,2.98,23.38,Hay
J7734,2024-06-09,33.07,4.27,17.92,Hay
V9643,2024-06-09,37.01,3.61,19.36,Silage
K9325,2024-06-09,29.06,1.76,19.01,Hay
E5966,2024-06-09,32.55,3.47,21.44,Silage
K3463,2024-06-09,21.08,4.69,15.91,Hay
N7280,2024-06-09,28.61,3.12,19.53,Hay
C7126,2024-06-09,34.7,3.42,21.89,Silage
N9692,2024-06-09,33.68,3.46,14.18,Silage
I7447,2024-06-09,29.62,4.34,17.44,Hay
Z4043,2024-06-09,38.31,3.19,24.14,Silage
V3948,2024-06-09,33.73,3.77,20.87,Silage
F2131,2024-06-09,33.93,2.75,20.36,Hay
J9639,2024-06-09,38.75,3.16,18.81,Silage
O194,2024-06-09,32.95,3.9,15.16,Hay
U1955,2024-06-09,28.65,4,22.95,Hay
I5026,2024-06-09,28.1,3.3,13.25,Silage
O7477,2024-06-09,40.74,3.75,19.71,Silage
L4232,2024-06-09,30.05,3.69,13.76,Hay
U6809,2024-06-09,22.83,3.86,19.12,Hay
H985,2024-06-09,41.22,2.89,19.04,Silage
Y3782,2024-06-09,32.15,3.95,21.83,Silage
R3357,2024-06-09,30.66,4.04,22.7,Hay
P6677,2024-06-09,30.27,2.96,15.38,Hay
I2506,2024-06-09,28.58,2.88,21.26,Silage
S6097,2024-06-09,28.08,2.64,21.21,Silage
R5369,2024-06-09,31.7,3.2,19.72,Hay
J6077,2024-06-09,34.98,4.3,19.91,Silage
Y6643,2024-06-09,39.75,3.07,15.36,Silage
Q9174,2024-06-10,33.32,3.78,27.12,Silage
Y6643,2024-06-10,40.09,3.98,20.84,Silage
G1028,2024-06-10,42.06,4.39,23.04,Hay
P3832,2024-06-10,35.01,2.97,18.04,Silage
Y4775,2024-06-10,35.13,3.88,15.15,Silage
J7734,2024-06-10,31.78,2.78,19.41,Hay
U1955,2024-06-10,29.47,3.06,21.85,Hay
V3979,2024-06-10,32.86,4.19,21.69,Hay
Q3500,2024-06-10,33.84,3.41,21,Hay
Z4043,2024-06-10,36.28,3.3,22.97,Silage
Z3123,2024-06-10,32.47,2.54,22.44,Hay
R3357,2024-06-10,37.61,3.61,20.75,Hay
V4575,2024-06-10,38.02,3.75,22.64,Hay
N9197,2024-06-10,36.96,4,21.93,Silage
S6097,2024-06-10,40.25,3.03,21.94,Silage
H2377,2024-06-10,42.65,3.98,22.13,Silage
O8173,2024-06-10,37.6,4.01,20.64,Hay
Y9266,2024-06-10,32,3.27,19.71,Hay
E3229,2024-06-10,31.47,3.48,17.8,Hay
N7280,2024-06-10,33.9,2.75,18.55,Hay
D9038,2024-06-10,17.39,3.12,28.08,Hay
E5966,2024-06-10,33.44,3.66,19.83,Silage
V9643,2024-06-10,32.6,3.75,17.26,Silage
I8517,2024-06-10,33.02,2.46,19.4,Silage
F5883,2024-06-10,31.97,4.32,21.11,Silage
G685,2024-06-10,34.38,3.22,27.15,Hay
V7756,2024-06-10,40.91,2.9,14.13,Silage
I2506,2024-06-10,35.23,3.16,21.42,Silage
H9517,2024-06-10,40.62,4.04,18.22,Silage
E6182,2024-06-10,33.32,3.95,19.33,Silage
E9760,2024-06-10,31.38,3.98,18.66,Silage
F9953,2024-06-10,32.2,3.71,25.63,Hay
V3948,2024-06-10,40.92,2.56,22.39,Silage
C7126,2024-06-10,30.57,2.99,15.41,Silage
C4705,2024-06-10,29.33,3.75,23.06,Hay
U5357,2024-06-10,34.65,3.35,14.92,Silage
I1385,2024-06-10,30.74,3.39,19.77,Silage
Y3782,2024-06-10,35.16,3.77,14.17,Silage
I7447,2024-06-10,36.66,3.37,13.89,Hay
P6677,2024-06-10,29.57,3.76,22.71,Hay
W8010,2024-06-10,36.28,3.87,21.62,Silage
B3068,2024-06-10,29.77,3.35,19.49,Hay
G2757,2024-06-10,38.69,3.17,14.34,Silage
Z7830,2024-06-10,28.86,3.68,24.2,Silage
V472,2024-06-10,32.31,3.85,20.69,Silage
N9692,2024-06-10,40.72,2.7,25.22,Silage
K3463,2024-06-10,28.82,2.7,16.05,Hay
I5026,2024-06-10,44.32,3.8,20.62,Silage
J6910,2024-06-10,24.53,4.65,19.44,Silage
F2131,2024-06-10,16.98,3.85,16.47,Hay
L9829,2024-06-10,28.75,2.55,21.53,Hay
S9300,2024-06-10,32.58,3.49,21.57,Silage
Y4092,2024-06-10,36.44,4.08,22.9,Silage
Q711,2024-06-10,30.93,3.17,21.18,Silage
M2207,2024-06-10,29.95,3.24,19.64,Hay
O7477,2024-06-10,36.04,3.26,19.16,Silage
O194,2024-06-10,31.23,3.84,19.16,Hay
L4232,2024-06-10,20.95,3.67,24.46,Hay
S5427,2024-06-10,35.03,3.51,14.82,Hay
G150,2024-06-10,31.56,2.45,24.62,Hay
J9639,2024-06-10,28.14,4.03,20.01,Silage
M4054,2024-06-10,24.19,2.93,21.17,Silage
B984,2024-06-10,22.62,4.06,23.83,Hay
S6386,2024-06-10,17.24,3.02,13.37,Hay
R4684,2024-06-10,27.83,4.09,18.69,Hay
O6552,2024-06-10,35.75,3.48,16.87,Hay
U6809,2024-06-10,30,3.32,19.67,Hay
T4649,2024-06-10,29.36,3.79,20.01,Hay
U8535,2024-06-10,26.78,2.73,19.99,Silage
A7863,2024-06-10,38.67,4.06,21.37,Hay
K4714,2024-06-10,34.65,2.71,21.12,Hay
R5369,2024-06-10,27.59,2.74,22.66,Hay
G8171,2024-06-10,31.7,3.94,21.85,Silage
T5602,2024-06-10,22.38,2.56,22.96,Hay
D8719,2024-06-10,33.8,3.75,22.46,Hay
H985,2024-06-10,40.1,3.93,19.03,Silage
K9325,2024-06-10,31.2,3.82,20.57,Hay
W8010,2024-06-11,26.11,3.46,17.72,Silage
V3948,2024-06-11,29.55,3.98,14.42,Silage
H985,2024-06-11,31.75,3.91,24.85,Silage
N7280,2024-06-11,33.03,3.96,14.44,Hay
K4714,2024-06-11,30.82,3.92,15.67,Hay
Y3782,2024-06-11,29.54,3.7,19.77,Silage
S5427,2024-06-11,31,2.99,18.03,Hay
O8173,2024-06-11,24.73,2.4,24.55,Hay
M2207,2024-06-11,29.99,3.33,20.85,Hay
H2377,2024-06-11,38.14,3.91,16.31,Silage
S6097,2024-06-11,31.9,3.88,19.6,Silage
C4705,2024-06-11,41.79,3.25,16.37,Hay
P6677,2024-06-11,31.9,3.04,20.43,Hay
G8171,2024-06-11,39.31,3.53,18.62,Silage
Y7815,2024-06-11,33.94,2.4,19.42,Hay
V3979,2024-06-11,26.19,3.83,19.77,Hay
T4649,2024-06-11,27.68,3.79,15.83,Hay
B984,2024-06-11,34.9,4.03,18.07,Hay
D9038,2024-06-11,30.64,3.91,18.89,Hay
E9760,2024-06-11,27.04,3.79,25.53,Silage
Y4092,2024-06-11,37.18,3.38,19.92,Silage
L4232,2024-06-11,33.59,4.43,19.91,Hay
N9197,2024-06-11,32.87,3.33,22.57,Silage
F2131,2024-06-11,25.58,3.46,17.4,Hay
E5966,2024-06-11,29.66,3.8,20.83,Silage
S9300,2024-06-11,31.56,3.57,22.46,Silage
Y9266,2024-06-11,28.63,4.02,23.64,Hay
J7734,2024-06-11,29.21,3.92,20.9,Hay
G2757,2024-06-11,31.65,3.06,18.42,Silage
I5026,2024-06-11,32,3.76,19.2,Silage
U8535,2024-06-11,33.2,3.68,15.62,Silage
O194,2024-06-11,35.82,3.65,24.87,Hay
A7863,2024-06-11,33.78,3.76,23.05,Hay
I7447,2024-06-11,38.82,2.97,20.17,Hay
H9517,2024-06-11,30.88,3.24,27.66,Silage
R5369,2024-06-11,33.41,3.63,16.7,Hay
K9325,2024-06-11,36.04,3.6,26.48,Hay
E6182,2024-06-11,37.01,3.59,23.14,Silage
N9692,2024-06-11,33.34,2.59,12.48,Silage
Q9174,2024-06-11,36.45,3.39,16.49,Silage
F5883,2024-06-11,32.22,2.56,21.95,Silage
U1955,2024-06-11,25.05,2.93,28.05,Hay
J6910,2024-06-11,34.83,2.91,19.42,Silage
C7126,2024-06-11,42.71,3.41,23.46,Silage
B3068,2024-06-11,24.7,4.53,24.45,Hay
S6386,2024-06-11,35.68,3.84,18.22,Hay
Q711,2024-06-11,29.96,3.86,16.58,Silage
G150,2024-06-11,31.64,3.25,23.16,Hay
V7756,2024-06-11,34.39,3.55,23.39,Silage
I8517,2024-06-11,27.78,3.79,17.54,Silage
I2506,2024-06-11,35.87,2.71,20.44,Silage
R4684,2024-06-11,29.68,3.25,19.71,Hay
Y6643,2024-06-11,31.54,4.5,26.96,Silage
Z7830,2024-06-11,33.04,4.39,20.62,Silage
E3229,2024-06-11,32.24,3.3,20.83,Hay
V9643,2024-06-11,41.22,3.12,20.43,Silage
R3357,2024-06-11,35.55,3.1,20.43,Hay
O7477,2024-06-11,26.49,3.35,18.95,Silage
F9953,2024-06-11,26.01,3.1,18.19,Hay
Q3500,2024-06-11,29.35,3.17,22.71,Hay
K3463,2024-06-11,29.49,2.73,19.51,Hay
Y4775,2024-06-11,29.93,3.6,16.53,Silage
Z3123,2024-06-11,30.53,3.47,22.73,Hay
G1028,2024-06-11,28.45,3.53,14.75,Hay
M4054,2024-06-11,36.48,3.65,22.39,Silage
J9639,2024-06-11,37.5,4.18,20.83,Silage
G685,2024-06-11,34.67,3.42,19.75,Hay
T5602,2024-06-11,34.52,3.16,19.53,Hay
O6552,2024-06-11,22.67,2.5,21.07,Hay
U5357,2024-06-11,38.45,2.72,20.19,Silage
P3832,2024-06-11,30.14,3.17,25,Silage
V4575,2024-06-11,37.6,2.75,15.3,Hay
M1583,2024-06-11,31.91,3.77,21.69,Silage
U6809,2024-06-11,23.05,3.95,18.21,Hay
J6077,2024-06-11,35.45,3.65,22.37,Silage
V472,2024-06-11,31.17,3.21,23.74,Silage
Z4043,2024-06-11,35.73,4.08,22.23,Silage
D8719,2024-06-11,30.18,3.78,25.85,Hay
L9829,2024-06-11,32.44,3.96,22.37,Hay
E5966,2024-06-12,30.32,4.38,21.38,Silage
R3357,2024-06-12,25.73,4.45,21.37,Hay
Z3123,2024-06-12,24.81,2.57,23.15,Hay
O7477,2024-06-12,35.3,3.48,17.84,Silage
I7447,2024-06-12,27.6,3.36,21.24,Hay
P3832,2024-06-12,44.07,3.24,16.36,Silage
R5369,2024-06-12,34.64,3.53,20.47,Hay
G150,2024-06-12,28.74,3.77,27.73,Hay
O8173,2024-06-12,21.73,3.93,14.66,Hay
V3979,2024-06-12,26.64,3.31,16.89,Hay
V7756,2024-06-12,33.57,2.59,26.02,Silage
F5883,2024-06-12,33.12,3.17,22,Silage
R4684,2024-06-12,26.14,2.98,15.97,Hay
N9197,2024-06-12,31.51,3.72,19.44,Silage
S5427,2024-06-12,25.63,3.43,17.08,Hay
V4575,2024-06-12,33.16,3.8,21.69,Hay
C4705,2024-06-12,23.49,3.4,20.73,Hay
Y4775,2024-06-12,39.99,4.65,19.34,Silage
V9643,2024-06-12,32.41,2.91,16.98,Silage
E9760,2024-06-12,46.65,3.45,20.93,Silage
Q711,2024-06-12,30.05,2.87,19.58,Silage
Z7830,2024-06-12,38.29,3.69,25.49,Silage
H2377,2024-06-12,30.08,3.63,16.96,Silage
O6552,2024-06-12,31.38,3.41,21.43,Hay
N7280,2024-06-12,26.93,3.71,19.85,Hay
S9300,2024-06-12,38.57,3.77,17.9,Silage
F2131,2024-06-12,30.19,3.23,17.47,Hay
Q3500,2024-06-12,28.76,3.49,20.7,Hay
E6182,2024-06-12,30.86,4.67,20.59,Silage
S6386,2024-06-12,34.9,3.75,18.13,Hay
H985,2024-06-12,39.92,3.76,27.46,Silage
H9517,2024-06-12,26.77,4.21,20.31,Silage
U6809,2024-06-12,33.65,2.77,16.44,Hay
G685,2024-06-12,33.93,3.8,20.9,Hay
K3463,2024-06-12,25.44,2.92,18.63,Hay
J6910,2024-06-12,37.58,4.05,21.77,Silage
L9829,2024-06-12,28.66,4.12,20.3,Hay
U8535,2024-06-12,25.16,3.67,17.94,Silage
J9639,2024-06-12,34.22,3.59,21.62,Silage
I1385,2024-06-12,34.74,2.77,21.11,Silage
I2506,2024-06-12,42.43,3.51,19.36,Silage
M1583,2024-06-12,34.93,3.46,20.57,Silage
W8010,2024-06-12,25.36,4,18.76,Silage
Y7815,2024-06-12,36.6,3.77,20.72,Hay
Y3782,2024-06-12,43.28,2.46,16.65,Silage
B3068,2024-06-12,24.23,2.78,21.07,Hay
G1028,2024-06-12,31.82,3.13,24.34,Hay
V472,2024-06-12,34.2,3.67,15.74,Silage
Z4043,2024-06-12,29.32,4.08,17.63,Silage
D9038,2024-06-12,18.42,3.45,22.48,Hay
G2757,2024-06-12,37.72,3.76,19.18,Silage
D8719,2024-06-12,32.68,3.97,15.13,Hay
G8171,2024-06-12,33.94,2.8,19.89,Silage
M4054,2024-06-12,48.49,3.68,20.66,Silage
J6077,2024-06-12,37.24,4.11,24.92,Silage
N9692,2024-06-12,31.19,4.23,17.03,Silage
U1955,2024-06-12,33.25,3.64,19.36,Hay
I8517,2024-06-12,46.71,3.85,14.22,Silage
I5026,2024-06-12,40.21,2.76,23.25,Silage
Q9174,2024-06-12,42.52,3.4,20.9,Silage
V3948,2024-06-12,28.57,4.03,18.01,Silage
K9325,2024-06-12,30.97,3.15,18.19,Hay
A7863,2024-06-12,20.16,2.4,20.01,Hay
F9953,2024-06-12,26.11,3.72,18.27,Hay
Y4092,2024-06-12,43.98,4.53,23.95,Silage
B984,2024-06-12,32.89,3.54,19.71,Hay
Y9266,2024-06-12,25.79,3.47,18.94,Hay
O194,2024-06-12,28.46,2.51,24.1,Hay
Y6643,2024-06-12,37.09,2.88,19.97,Silage
K4714,2024-06-12,36.81,3.62,20.78,Hay
C7126,2024-06-12,21.53,4.1,23.66,Silage
U5357,2024-06-12,27.53,3,21.1,Silage
L4232,2024-06-12,27.1,4.04,21.29,Hay
E3229,2024-06-12,33.05,3.25,17.71,Hay
T5602,2024-06-12,30.98,3.57,21.19,Hay
P6677,2024-06-12,30.78,3.89,18.92,Hay
T4649,2024-06-12,34.41,2.78,14.94,Hay
B3068,2024-06-13,30.35,2.94,22.81,Hay
I1385,2024-06-13,32.13,4.33,19.03,Silage
N9197,2024-06-13,40.02,4.43,20.47,Silage
V4575,2024-06-13,33.88,3.38,13.67,Hay
Y7815,2024-06-13,31.25,2.45,17.6,Hay
J9639,2024-06-13,37.07,3.13,20.29,Silage
L4232,2024-06-13,27.55,3.53,18.66,Hay
V472,2024-06-13,35.68,2.68,20.16,Silage
T5602,2024-06-13,25.27,2.92,18.26,Hay
O7477,2024-06-13,28.88,2.93,16.21,Silage
Q3500,2024-06-13,31.1,4.09,18.63,Hay
H2377,2024-06-13,28.83,3.22,26.92,Silage
K3463,2024-06-13,36.25,3.51,15.05,Hay
B984,2024-06-13,19.73,3.43,20.75,Hay
Q711,2024-06-13,36.76,3.91,16.41,Silage
Y4775,2024-06-13,26.78,3.41,21.41,Silage
H985,2024-06-13,31.76,3.78,22.06,Silage
G150,2024-06-13,31.9,2.76,22.03,Hay
S9300,2024-06-13,24.55,3.46,16.7,Silage
A7863,2024-06-13,29.41,2.88,16.34,Hay
D9038,2024-06-13,19.94,2.92,19.75,Hay
G1028,2024-06-13,35.59,4.17,23.21,Hay
J6077,2024-06-13,32.46,3.54,18.45,Silage
N9692,2024-06-13,42.39,3.11,20.16,Silage
F9953,2024-06-13,30.04,4.31,20.56,Hay
I2506,2024-06-13,35.56,4.23,20.86,Silage
L9829,2024-06-13,26.56,4.47,21.36,Hay
E6182,2024-06-13,41.29,3.05,27.25,Silage
E5966,2024-06-13,37.87,3.14,22.96,Silage
S6097,2024-06-13,30.99,4.21,25.47,Silage
Y4092,2024-06-13,29.27,3.78,23.12,Silage
V3948,2024-06-13,30.61,3.12,24.96,Silage
C4705,2024-06-13,32.24,3.11,20.44,Hay
I5026,2024-06-13,36.69,4.47,24.54,Silage
J6910,2024-06-13,36.98,3.71,20.94,Silage
D8719,2024-06-13,32.6,3.06,16.59,Hay
K4714,2024-06-13,35.38,2.43,24.97,Hay
W8010,2024-06-13,38.57,3.72,17.01,Silage
V3979,2024-06-13,20.46,3.89,14.45,Hay
R5369,2024-06-13,32.11,3.08,17.14,Hay
I7447,2024-06-13,27.23,2.96,18.43,Hay
E3229,2024-06-13,33.31,3.54,19.77,Hay
Z4043,2024-06-13,28.68,3.86,16.63,Silage
T4649,2024-06-13,35.79,3.29,24.2,Hay
U8535,2024-06-13,30.23,3.1,20.68,Silage
F5883,2024-06-13,40.45,3.58,12.35,Silage
V7756,2024-06-13,37.22,2.96,24.25,Silage
M2207,2024-06-13,39.35,3.12,19.73,Hay
F2131,2024-06-13,35.34,2.99,22.7,Hay
I8517,2024-06-13,38.88,2.98,15.95,Silage
Y9266,2024-06-13,32.73,3.5,20.24,Hay
O8173,2024-06-13,39.2,3.09,19.36,Hay
J7734,2024-06-13,41.14,3.31,19.25,Hay
G8171,2024-06-13,32.94,4.27,19.95,Silage
Y6643,2024-06-13,41.31,3.32,19.37,Silage
Q9174,2024-06-13,30.51,3.65,16.82,Silage
U6809,2024-06-13,29.58,3.72,16.78,Hay
N7280,2024-06-13,27.78,3.44,22.36,Hay
M4054,2024-06-13,31.32,3.65,20.8,Silage
V9643,2024-06-13,39.54,2.61,20.9,Silage
M1583,2024-06-13,25.64,4.02,28.39,Silage
U5357,2024-06-13,45.48,3.75,19.6,Silage
P3832,2024-06-13,22.12,4.48,22.16,Silage
P6677,2024-06-13,26.44,4.04,19.51,Hay
Z7830,2024-06-13,29.33,3.8,16.7,Silage
U1955,2024-06-13,26.41,3.62,16.88,Hay
S6386,2024-06-13,21.84,3.81,17.69,Hay
K9325,2024-06-13,33.32,3.03,14.99,Hay
O6552,2024-06-13,29.07,3.23,22.35,Hay
R4684,2024-06-13,38.72,3.4,28.5,Hay
G2757,2024-06-13,32.74,4.09,21.26,Silage
O194,2024-06-13,36.45,3.86,25.25,Hay
C7126,2024-06-13,39.06,4.42,20.14,Silage
G685,2024-06-13,31.79,3.67,19.08,Hay
S5427,2024-06-13,21.79,2.81,26.9,Hay
R3357,2024-06-13,29.57,3.4,20.21,Hay
E9760,2024-06-13,27.95,4.34,21.28,Silage
C4705,2024-06-14,28.85,2.28,21.67,Hay
U6809,2024-06-14,42.98,4.29,18.88,Hay
F9953,2024-06-14,22.14,3.8,21.33,Hay
B3068,2024-06-14,27.52,3.08,23.17,Hay
J9639,2024-06-14,29.95,3.18,21.39,Silage
G1028,2024-06-14,27.55,4.71,21.54,Hay
J6910,2024-06-14,36.39,4.5,21.03,Silage
J6077,2024-06-14,42.91,2.85,23.11,Silage
S9300,2024-06-14,41.29,3.38,21.75,Silage
Z7830,2024-06-14,34.02,3.95,17.14,Silage
L4232,2024-06-14,28.61,3.84,14.75,Hay
S5427,2024-06-14,22.74,3.58,21.82,Hay
S6386,2024-06-14,28.44,3.33,17.07,Hay
V9643,2024-06-14,34.93,3.05,22.87,Silage
O6552,2024-06-14,32.87,3.48,16.93,Hay
R3357,2024-06-14,37.1,3.19,16.94,Hay
Q9174,2024-06-14,37.78,3.66,19.79,Silage
